region,year,month,temp_max,temp_avg_daily_max,temp_min_daily_max,temp_max_daily_avg,temp_avg,temp_min_daily_avg,temp_max_daily_min,temp_avg_daily_min,temp_min,dew_pt_max,dew_pt_avg,dew_pt_min,precipitation_max,precipitation_avg,precipitation_min,precipitation_sum,snow_depth_max,snow_depth_avg,snow_depth_min,snow_depth_sum,wind_max,wind_avg,wind_min,gust_max,gust_avg,gust_min,sea_level_preassure_max,sea_level_preassure_avg,sea_level_preassure_min
andaman-and-nicobar-islands,2010,january,28.0°C (82.4°F),27.55°C (81.59°F),27.0°C (80.6°F),28.0°C (82.4°F),27.42°C (81.36°F),27.0°C (80.6°F),28.0°C (82.4°F),27.13°C (80.83°F),26.0°C (78.8°F),24.0°C (75.2°F),23.13°C (73.63°F),21.0°C (69.8°F),5.3mm | 0.21in,0.9mm | 0.04in,0.0mm | 0in,28.0mm | 1.1in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,26.0kmh | 16.16mph,17.71kmh | 11.0mph,10.0kmh | 6.21mph,35.0kmh | 21.75mph,24.71kmh | 15.35mph,15.0kmh | 9.32mph,5.3mb,0.9mb,0.0mb
haryana,2019,february,27.0°C (80.6°F),22.43°C (72.37°F),18.0°C (64.4°F),22.0°C (71.6°F),18.54°C (65.37°F),16.0°C (60.8°F),15.0°C (59.0°F),13.07°C (55.53°F),10.0°C (50.0°F),14.0°C (57.2°F),8.75°C (47.75°F),1.0°C (33.8°F),23.7mm | 0.93in,2.68mm | 0.11in,0.0mm | 0in,75.1mm | 2.96in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,23.0kmh | 14.29mph,10.43kmh | 6.48mph,5.0kmh | 3.11mph,39.0kmh | 24.23mph,17.07kmh | 10.61mph,8.0kmh | 4.97mph,23.7mb,2.68mb,0.0mb
haryana,2019,march,40.0°C (104.0°F),29.26°C (84.67°F),22.0°C (71.6°F),36.0°C (96.8°F),25.06°C (77.11°F),18.0°C (64.4°F),26.0°C (78.8°F),17.65°C (63.77°F),12.0°C (53.6°F),12.0°C (53.6°F),6.84°C (44.31°F),-0.0°C (0°F),4.1mm | 0.16in,0.27mm | 0.01in,0.0mm | 0in,8.4mm | 0.33in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,17.0kmh | 10.56mph,10.77kmh | 6.69mph,7.0kmh | 4.35mph,28.0kmh | 17.4mph,17.03kmh | 10.58mph,10.0kmh | 6.21mph,4.1mb,0.27mb,0.0mb
haryana,2019,april,44.0°C (111.2°F),39.3°C (102.74°F),26.0°C (78.8°F),41.0°C (105.8°F),35.63°C (96.13°F),25.0°C (77.0°F),36.0°C (96.8°F),28.87°C (83.97°F),20.0°C (68.0°F),15.0°C (59.0°F),5.6°C (42.08°F),-1.0°C (30.2°F),18.7mm | 0.74in,1.12mm | 0.04in,0.0mm | 0in,33.7mm | 1.33in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,17.0kmh | 10.56mph,11.23kmh | 6.98mph,6.0kmh | 3.73mph,25.0kmh | 15.53mph,16.27kmh | 10.11mph,8.0kmh | 4.97mph,18.7mb,1.12mb,0.0mb
haryana,2019,may,47.0°C (116.6°F),42.03°C (107.65°F),38.0°C (100.4°F),44.0°C (111.2°F),38.87°C (101.97°F),35.0°C (95.0°F),38.0°C (100.4°F),33.39°C (92.1°F),29.0°C (84.2°F),13.0°C (55.4°F),6.35°C (43.43°F),-7.0°C (19.4°F),19.6mm | 0.77in,1.08mm | 0.04in,0.0mm | 0in,33.4mm | 1.31in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,23.0kmh | 14.29mph,13.29kmh | 8.26mph,8.0kmh | 4.97mph,30.0kmh | 18.64mph,17.52kmh | 10.89mph,11.0kmh | 6.84mph,19.6mb,1.08mb,0.0mb
haryana,2019,june,49.0°C (120.2°F),44.7°C (112.46°F),39.0°C (102.2°F),45.0°C (113.0°F),41.73°C (107.11°F),37.0°C (98.6°F),41.0°C (105.8°F),36.3°C (97.34°F),30.0°C (86.0°F),19.0°C (66.2°F),9.7°C (49.46°F),-0.0°C (0°F),3.2mm | 0.13in,0.19mm | 0.01in,0.0mm | 0in,5.8mm | 0.23in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,22.0kmh | 13.67mph,13.67kmh | 8.49mph,8.0kmh | 4.97mph,30.0kmh | 18.64mph,18.07kmh | 11.23mph,10.0kmh | 6.21mph,3.2mb,0.19mb,0.0mb
haryana,2019,july,45.0°C (113.0°F),38.94°C (102.09°F),30.0°C (86.0°F),42.0°C (107.6°F),36.35°C (97.43°F),28.0°C (82.4°F),38.0°C (100.4°F),31.84°C (89.31°F),24.0°C (75.2°F),24.0°C (75.2°F),20.58°C (69.04°F),12.0°C (53.6°F),26.0mm | 1.02in,4.88mm | 0.19in,0.0mm | 0in,151.4mm | 5.96in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,24.0kmh | 14.91mph,14.32kmh | 8.9mph,7.0kmh | 4.35mph,31.0kmh | 19.26mph,19.45kmh | 12.09mph,9.0kmh | 5.59mph,26.0mb,4.88mb,0.0mb
haryana,2019,august,39.0°C (102.2°F),36.68°C (98.02°F),28.0°C (82.4°F),37.0°C (98.6°F),34.19°C (93.54°F),27.0°C (80.6°F),33.0°C (91.4°F),30.06°C (86.11°F),24.0°C (75.2°F),24.0°C (75.2°F),22.61°C (72.7°F),20.0°C (68.0°F),30.7mm | 1.21in,2.82mm | 0.11in,0.0mm | 0in,87.5mm | 3.44in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,21.0kmh | 13.05mph,10.87kmh | 6.75mph,6.0kmh | 3.73mph,31.0kmh | 19.26mph,15.23kmh | 9.46mph,8.0kmh | 4.97mph,30.7mb,2.82mb,0.0mb
haryana,2019,september,42.0°C (107.6°F),36.83°C (98.29°F),29.0°C (84.2°F),38.0°C (100.4°F),33.73°C (92.71°F),27.0°C (80.6°F),31.0°C (87.8°F),28.8°C (83.84°F),24.0°C (75.2°F),24.0°C (75.2°F),21.53°C (70.75°F),18.0°C (64.4°F),6.2mm | 0.24in,0.53mm | 0.02in,0.0mm | 0in,16.0mm | 0.63in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,19.0kmh | 11.81mph,11.2kmh | 6.96mph,7.0kmh | 4.35mph,24.0kmh | 14.91mph,15.67kmh | 9.74mph,10.0kmh | 6.21mph,6.2mb,0.53mb,0.0mb
haryana,2019,october,37.0°C (98.6°F),35.26°C (95.47°F),33.0°C (91.4°F),33.0°C (91.4°F),31.45°C (88.61°F),30.0°C (86.0°F),27.0°C (80.6°F),25.55°C (77.99°F),23.0°C (73.4°F),20.0°C (68.0°F),10.58°C (51.04°F),4.0°C (39.2°F),5.5mm | 0.22in,0.26mm | 0.01in,0.0mm | 0in,8.1mm | 0.32in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,11.0kmh | 6.84mph,8.39kmh | 5.21mph,4.0kmh | 2.49mph,19.0kmh | 11.81mph,12.97kmh | 8.06mph,6.0kmh | 3.73mph,5.5mb,0.26mb,0.0mb
haryana,2019,november,34.0°C (93.2°F),28.63°C (83.53°F),24.0°C (75.2°F),31.0°C (87.8°F),25.5°C (77.9°F),22.0°C (71.6°F),26.0°C (78.8°F),20.33°C (68.59°F),16.0°C (60.8°F),14.0°C (57.2°F),6.8°C (44.24°F),-1.0°C (30.2°F),16.0mm | 0.63in,1.03mm | 0.04in,0.0mm | 0in,31.0mm | 1.22in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,15.0kmh | 9.32mph,8.9kmh | 5.53mph,5.0kmh | 3.11mph,24.0kmh | 14.91mph,14.17kmh | 8.8mph,8.0kmh | 4.97mph,16.0mb,1.03mb,0.0mb
haryana,2019,december,26.0°C (78.8°F),21.84°C (71.31°F),17.0°C (62.6°F),23.0°C (73.4°F),18.71°C (65.68°F),14.0°C (57.2°F),18.0°C (64.4°F),14.45°C (58.01°F),9.0°C (48.2°F),11.0°C (51.8°F),2.03°C (35.65°F),-3.0°C (26.6°F),3.7mm | 0.15in,0.14mm | 0.01in,0.0mm | 0in,4.4mm | 0.17in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,16.0kmh | 9.94mph,7.26kmh | 4.51mph,4.0kmh | 2.49mph,23.0kmh | 14.29mph,10.29kmh | 6.39mph,5.0kmh | 3.11mph,3.7mb,0.14mb,0.0mb
haryana,2020,january,23.0°C (73.4°F),19.16°C (66.49°F),13.0°C (55.4°F),18.0°C (64.4°F),15.65°C (60.17°F),12.0°C (53.6°F),13.0°C (55.4°F),10.74°C (51.33°F),8.0°C (46.4°F),11.0°C (51.8°F),5.03°C (41.05°F),-2.0°C (28.4°F),33.2mm | 1.31in,2.2mm | 0.09in,0.0mm | 0in,68.3mm | 2.69in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,15.0kmh | 9.32mph,8.87kmh | 5.51mph,5.0kmh | 3.11mph,24.0kmh | 14.91mph,14.26kmh | 8.86mph,7.0kmh | 4.35mph,33.2mb,2.2mb,0.0mb
haryana,2020,february,32.0°C (89.6°F),25.28°C (77.5°F),20.0°C (68.0°F),26.0°C (78.8°F),20.62°C (69.12°F),16.0°C (60.8°F),18.0°C (64.4°F),13.66°C (56.59°F),9.0°C (48.2°F),11.0°C (51.8°F),5.03°C (41.05°F),-3.0°C (26.6°F),2.5mm | 0.1in,0.12mm | 0.0in,0.0mm | 0in,3.4mm | 0.13in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,23.0kmh | 14.29mph,10.34kmh | 6.42mph,5.0kmh | 3.11mph,35.0kmh | 21.75mph,16.69kmh | 10.37mph,8.0kmh | 4.97mph,2.5mb,0.12mb,0.0mb
haryana,2020,march,35.0°C (95.0°F),28.55°C (83.39°F),22.0°C (71.6°F),30.0°C (86.0°F),24.68°C (76.42°F),18.0°C (64.4°F),24.0°C (75.2°F),18.13°C (64.63°F),12.0°C (53.6°F),13.0°C (55.4°F),9.58°C (49.24°F),6.0°C (42.8°F),27.4mm | 1.08in,1.71mm | 0.07in,0.0mm | 0in,52.9mm | 2.08in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,22.0kmh | 13.67mph,10.29kmh | 6.39mph,4.0kmh | 2.49mph,36.0kmh | 22.37mph,16.23kmh | 10.08mph,6.0kmh | 3.73mph,27.4mb,1.71mb,0.0mb
haryana,2020,april,41.0°C (105.8°F),37.17°C (98.91°F),33.0°C (91.4°F),37.0°C (98.6°F),33.23°C (91.81°F),28.0°C (82.4°F),31.0°C (87.8°F),26.5°C (79.7°F),20.0°C (68.0°F),13.0°C (55.4°F),6.87°C (44.37°F),2.0°C (35.6°F),4.1mm | 0.16in,0.22mm | 0.01in,0.0mm | 0in,6.7mm | 0.26in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,20.0kmh | 12.43mph,12.0kmh | 7.46mph,5.0kmh | 3.11mph,25.0kmh | 15.53mph,17.3kmh | 10.75mph,8.0kmh | 4.97mph,4.1mb,0.22mb,0.0mb
haryana,2020,may,47.0°C (116.6°F),42.06°C (107.71°F),34.0°C (93.2°F),43.0°C (109.4°F),38.52°C (101.34°F),32.0°C (89.6°F),37.0°C (98.6°F),32.1°C (89.78°F),26.0°C (78.8°F),17.0°C (62.6°F),6.71°C (44.08°F),-0.0°C (0°F),8.0mm | 0.31in,0.41mm | 0.02in,0.0mm | 0in,12.6mm | 0.5in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,21.0kmh | 13.05mph,14.32kmh | 8.9mph,9.0kmh | 5.59mph,28.0kmh | 17.4mph,19.39kmh | 12.05mph,11.0kmh | 6.84mph,8.0mb,0.41mb,0.0mb
haryana,2020,june,48.0°C (118.4°F),43.07°C (109.53°F),38.0°C (100.4°F),45.0°C (113.0°F),39.97°C (103.95°F),35.0°C (95.0°F),39.0°C (102.2°F),34.0°C (93.2°F),26.0°C (78.8°F),20.0°C (68.0°F),14.03°C (57.25°F),3.0°C (37.4°F),6.3mm | 0.25in,0.57mm | 0.02in,0.0mm | 0in,17.0mm | 0.67in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,23.0kmh | 14.29mph,13.93kmh | 8.66mph,7.0kmh | 4.35mph,30.0kmh | 18.64mph,18.5kmh | 11.5mph,8.0kmh | 4.97mph,6.3mb,0.57mb,0.0mb
haryana,2020,july,48.0°C (118.4°F),40.9°C (105.62°F),35.0°C (95.0°F),44.0°C (111.2°F),38.0°C (100.4°F),31.0°C (87.8°F),39.0°C (102.2°F),32.65°C (90.77°F),24.0°C (75.2°F),23.0°C (73.4°F),20.19°C (68.34°F),14.0°C (57.2°F),36.6mm | 1.44in,3.81mm | 0.15in,0.0mm | 0in,118.1mm | 4.65in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,24.0kmh | 14.91mph,12.84kmh | 7.98mph,6.0kmh | 3.73mph,32.0kmh | 19.88mph,17.19kmh | 10.68mph,7.0kmh | 4.35mph,36.6mb,3.81mb,0.0mb
haryana,2020,august,43.0°C (109.4°F),36.87°C (98.37°F),30.0°C (86.0°F),40.0°C (104.0°F),34.35°C (93.83°F),29.0°C (84.2°F),35.0°C (95.0°F),30.19°C (86.34°F),27.0°C (80.6°F),25.0°C (77.0°F),23.13°C (73.63°F),20.0°C (68.0°F),58.3mm | 2.3in,6.93mm | 0.27in,0.0mm | 0in,214.7mm | 8.45in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,23.0kmh | 14.29mph,13.19kmh | 8.2mph,7.0kmh | 4.35mph,29.0kmh | 18.02mph,18.65kmh | 11.59mph,9.0kmh | 5.59mph,58.3mb,6.93mb,0.0mb
haryana,2020,september,40.0°C (104.0°F),38.13°C (100.63°F),34.0°C (93.2°F),37.0°C (98.6°F),35.2°C (95.36°F),32.0°C (89.6°F),32.0°C (89.6°F),29.77°C (85.59°F),25.0°C (77.0°F),23.0°C (73.4°F),17.77°C (63.99°F),8.0°C (46.4°F),11.1mm | 0.44in,0.96mm | 0.04in,0.0mm | 0in,28.9mm | 1.14in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,13.0kmh | 8.08mph,9.4kmh | 5.84mph,7.0kmh | 4.35mph,21.0kmh | 13.05mph,13.5kmh | 8.39mph,10.0kmh | 6.21mph,11.1mb,0.96mb,0.0mb
haryana,2020,october,40.0°C (104.0°F),36.55°C (97.79°F),32.0°C (89.6°F),36.0°C (96.8°F),32.9°C (91.22°F),28.0°C (82.4°F),30.0°C (86.0°F),26.32°C (79.38°F),21.0°C (69.8°F),11.0°C (51.8°F),2.42°C (36.36°F),-4.0°C (24.8°F),0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,12.0kmh | 7.46mph,7.19kmh | 4.47mph,5.0kmh | 3.11mph,19.0kmh | 11.81mph,10.81kmh | 6.72mph,7.0kmh | 4.35mph,0.0mb,0.0mb,0.0mb
haryana,2020,november,33.0°C (91.4°F),28.23°C (82.81°F),23.0°C (73.4°F),29.0°C (84.2°F),24.63°C (76.33°F),20.0°C (68.0°F),22.0°C (71.6°F),19.07°C (66.33°F),15.0°C (59.0°F),13.0°C (55.4°F),-0.13°C (31.77°F),-9.0°C (15.8°F),7.5mm | 0.3in,0.33mm | 0.01in,0.0mm | 0in,10.0mm | 0.39in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,19.0kmh | 11.81mph,7.97kmh | 4.95mph,4.0kmh | 2.49mph,31.0kmh | 19.26mph,12.1kmh | 7.52mph,6.0kmh | 3.73mph,7.5mb,0.33mb,0.0mb
haryana,2020,december,30.0°C (86.0°F),24.06°C (75.31°F),18.0°C (64.4°F),26.0°C (78.8°F),20.26°C (68.47°F),14.0°C (57.2°F),22.0°C (71.6°F),14.87°C (58.77°F),8.0°C (46.4°F),9.0°C (48.2°F),-0.23°C (31.59°F),-11.0°C (12.2°F),0.1mm | 0.0in,0.0mm | 0in,0.0mm | 0in,0.1mm | 0.0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,13.0kmh | 8.08mph,8.26kmh | 5.13mph,4.0kmh | 2.49mph,20.0kmh | 12.43mph,13.03kmh | 8.1mph,5.0kmh | 3.11mph,0.1mb,0.0mb,0.0mb
himachal-pradesh,2010,january,18.0°C (64.4°F),16.13°C (61.03°F),7.0°C (44.6°F),13.0°C (55.4°F),11.06°C (51.91°F),5.0°C (41.0°F),8.0°C (46.4°F),5.77°C (42.39°F),3.0°C (37.4°F),1.0°C (33.8°F),-8.55°C (16.61°F),-16.0°C (3.2°F),3.3mm | 0.13in,0.23mm | 0.01in,0.0mm | 0in,7.1mm | 0.28in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,14.0kmh | 8.7mph,11.26kmh | 7.0mph,6.0kmh | 3.73mph,26.0kmh | 16.16mph,20.84kmh | 12.95mph,10.0kmh | 6.21mph,3.3mb,0.23mb,0.0mb
himachal-pradesh,2010,february,20.0°C (68.0°F),12.39°C (54.3°F),6.0°C (42.8°F),15.0°C (59.0°F),8.36°C (47.05°F),4.0°C (39.2°F),10.0°C (50.0°F),3.04°C (37.47°F),-1.0°C (30.2°F),7.0°C (44.6°F),-1.18°C (29.88°F),-16.0°C (3.2°F),22.1mm | 0.87in,1.99mm | 0.08in,0.0mm | 0in,55.7mm | 2.19in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,19.0kmh | 11.81mph,12.68kmh | 7.88mph,8.0kmh | 4.97mph,30.0kmh | 18.64mph,22.11kmh | 13.74mph,13.0kmh | 8.08mph,22.1mb,1.99mb,0.0mb
himachal-pradesh,2010,march,30.0°C (86.0°F),25.35°C (77.63°F),15.0°C (59.0°F),26.0°C (78.8°F),20.74°C (69.33°F),13.0°C (55.4°F),17.0°C (62.6°F),12.74°C (54.93°F),8.0°C (46.4°F),6.0°C (42.8°F),-1.23°C (29.79°F),-7.0°C (19.4°F),4.7mm | 0.19in,0.49mm | 0.02in,0.0mm | 0in,15.2mm | 0.6in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,17.0kmh | 10.56mph,13.19kmh | 8.2mph,10.0kmh | 6.21mph,27.0kmh | 16.78mph,22.35kmh | 13.89mph,17.0kmh | 10.56mph,4.7mb,0.49mb,0.0mb
himachal-pradesh,2010,april,34.0°C (93.2°F),30.23°C (86.41°F),27.0°C (80.6°F),30.0°C (86.0°F),26.33°C (79.39°F),23.0°C (73.4°F),21.0°C (69.8°F),17.07°C (62.73°F),13.0°C (55.4°F),10.0°C (50.0°F),-1.53°C (29.25°F),-10.0°C (14.0°F),3.1mm | 0.12in,0.35mm | 0.01in,0.0mm | 0in,10.4mm | 0.41in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,17.0kmh | 10.56mph,14.17kmh | 8.8mph,11.0kmh | 6.84mph,29.0kmh | 18.02mph,23.63kmh | 14.68mph,18.0kmh | 11.18mph,3.1mb,0.35mb,0.0mb
himachal-pradesh,2010,may,37.0°C (98.6°F),32.03°C (89.65°F),22.0°C (71.6°F),33.0°C (91.4°F),28.39°C (83.1°F),20.0°C (68.0°F),23.0°C (73.4°F),19.1°C (66.38°F),13.0°C (55.4°F),12.0°C (53.6°F),2.45°C (36.41°F),-6.0°C (21.2°F),5.8mm | 0.23in,0.7mm | 0.03in,0.0mm | 0in,21.6mm | 0.85in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,19.0kmh | 11.81mph,13.97kmh | 8.68mph,8.0kmh | 4.97mph,31.0kmh | 19.26mph,23.19kmh | 14.41mph,14.0kmh | 8.7mph,5.8mb,0.7mb,0.0mb
himachal-pradesh,2010,june,36.0°C (96.8°F),32.07°C (89.73°F),18.0°C (64.4°F),33.0°C (91.4°F),28.93°C (84.07°F),17.0°C (62.6°F),24.0°C (75.2°F),19.8°C (67.64°F),15.0°C (59.0°F),15.0°C (59.0°F),5.77°C (42.39°F),-3.0°C (26.6°F),25.4mm | 1.0in,1.04mm | 0.04in,0.0mm | 0in,31.1mm | 1.22in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,18.0kmh | 11.18mph,12.63kmh | 7.85mph,7.0kmh | 4.35mph,29.0kmh | 18.02mph,20.67kmh | 12.84mph,12.0kmh | 7.46mph,25.4mb,1.04mb,0.0mb
himachal-pradesh,2010,july,33.0°C (91.4°F),26.68°C (80.02°F),20.0°C (68.0°F),29.0°C (84.2°F),24.23°C (75.61°F),19.0°C (66.2°F),21.0°C (69.8°F),19.06°C (66.31°F),17.0°C (62.6°F),21.0°C (69.8°F),18.35°C (65.03°F),10.0°C (50.0°F),32.3mm | 1.27in,8.2mm | 0.32in,0.0mm | 0in,254.2mm | 10.01in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,12.0kmh | 7.46mph,7.71kmh | 4.79mph,4.0kmh | 2.49mph,20.0kmh | 12.43mph,12.58kmh | 7.82mph,7.0kmh | 4.35mph,32.3mb,8.2mb,0.0mb
himachal-pradesh,2010,august,26.0°C (78.8°F),24.58°C (76.24°F),22.0°C (71.6°F),24.0°C (75.2°F),22.45°C (72.41°F),20.0°C (68.0°F),20.0°C (68.0°F),18.19°C (64.74°F),16.0°C (60.8°F),21.0°C (69.8°F),19.84°C (67.71°F),18.0°C (64.4°F),43.8mm | 1.72in,14.53mm | 0.57in,1.7mm | 0.07in,450.4mm | 17.73in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,6.0kmh | 3.73mph,4.39kmh | 2.73mph,3.0kmh | 1.86mph,11.0kmh | 6.84mph,7.06kmh | 4.39mph,4.0kmh | 2.49mph,43.8mb,14.53mb,1.7mb
himachal-pradesh,2010,september,25.0°C (77.0°F),22.43°C (72.37°F),16.0°C (60.8°F),23.0°C (73.4°F),19.97°C (67.95°F),16.0°C (60.8°F),19.0°C (66.2°F),14.87°C (58.77°F),10.0°C (50.0°F),21.0°C (69.8°F),16.3°C (61.34°F),8.0°C (46.4°F),35.9mm | 1.41in,11.23mm | 0.44in,0.0mm | 0in,337.0mm | 13.27in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,9.0kmh | 5.59mph,5.5kmh | 3.42mph,3.0kmh | 1.86mph,17.0kmh | 10.56mph,9.5kmh | 5.9mph,6.0kmh | 3.73mph,35.9mb,11.23mb,0.0mb
himachal-pradesh,2010,october,25.0°C (77.0°F),22.32°C (72.18°F),20.0°C (68.0°F),20.0°C (68.0°F),17.52°C (63.54°F),13.0°C (55.4°F),12.0°C (53.6°F),10.32°C (50.58°F),7.0°C (44.6°F),15.0°C (59.0°F),9.06°C (48.31°F),0.0°C (0°F),12.1mm | 0.48in,2.39mm | 0.09in,0.0mm | 0in,74.2mm | 2.92in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,10.0kmh | 6.21mph,7.77kmh | 4.83mph,4.0kmh | 2.49mph,19.0kmh | 11.81mph,14.06kmh | 8.74mph,8.0kmh | 4.97mph,12.1mb,2.39mb,0.0mb
himachal-pradesh,2010,november,22.0°C (71.6°F),19.9°C (67.82°F),14.0°C (57.2°F),16.0°C (60.8°F),13.7°C (56.66°F),10.0°C (50.0°F),9.0°C (48.2°F),7.03°C (44.65°F),4.0°C (39.2°F),7.0°C (44.6°F),1.93°C (35.47°F),-3.0°C (26.6°F),5.2mm | 0.2in,0.31mm | 0.01in,0.0mm | 0in,9.2mm | 0.36in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,9.0kmh | 5.59mph,7.93kmh | 4.93mph,5.0kmh | 3.11mph,18.0kmh | 11.18mph,14.43kmh | 8.97mph,9.0kmh | 5.59mph,5.2mb,0.31mb,0.0mb
himachal-pradesh,2010,december,18.0°C (64.4°F),15.68°C (60.22°F),8.0°C (46.4°F),12.0°C (53.6°F),9.06°C (48.31°F),5.0°C (41.0°F),7.0°C (44.6°F),2.71°C (36.88°F),0.0°C (0°F),6.0°C (42.8°F),-5.77°C (21.61°F),-12.0°C (10.4°F),18.0mm | 0.71in,1.08mm | 0.04in,0.0mm | 0in,33.6mm | 1.32in,0.3mm | 0.01in,0.01mm | 0.0in,0.0mm | 0in,0.3mm | 0.01in,11.0kmh | 6.84mph,8.13kmh | 5.05mph,5.0kmh | 3.11mph,20.0kmh | 12.43mph,15.03kmh | 9.34mph,7.0kmh | 4.35mph,18.0mb,1.08mb,0.0mb
himachal-pradesh,2011,january,15.0°C (59.0°F),13.16°C (55.69°F),8.0°C (46.4°F),9.0°C (48.2°F),7.61°C (45.7°F),5.0°C (41.0°F),4.0°C (39.2°F),1.68°C (35.02°F),-1.0°C (30.2°F),3.0°C (37.4°F),-4.1°C (24.62°F),-9.0°C (15.8°F),9.5mm | 0.37in,0.61mm | 0.02in,0.0mm | 0in,18.8mm | 0.74in,2.2mm | 0.09in,0.1mm | 0.0in,0.0mm | 0in,3.0mm | 0.12in,12.0kmh | 7.46mph,8.39kmh | 5.21mph,6.0kmh | 3.73mph,23.0kmh | 14.29mph,15.58kmh | 9.68mph,10.0kmh | 6.21mph,9.5mb,0.61mb,0.0mb
himachal-pradesh,2011,february,21.0°C (69.8°F),15.21°C (59.38°F),9.0°C (48.2°F),15.0°C (59.0°F),10.75°C (51.35°F),7.0°C (44.6°F),8.0°C (46.4°F),4.5°C (40.1°F),1.0°C (33.8°F),6.0°C (42.8°F),-0.07°C (31.87°F),-8.0°C (17.6°F),13.1mm | 0.52in,2.01mm | 0.08in,0.0mm | 0in,56.4mm | 2.22in,0.6mm | 0.02in,0.04mm | 0.0in,0.0mm | 0in,1.0mm | 0.04in,12.0kmh | 7.46mph,8.5kmh | 5.28mph,5.0kmh | 3.11mph,22.0kmh | 13.67mph,15.14kmh | 9.41mph,8.0kmh | 4.97mph,13.1mb,2.01mb,0.0mb
himachal-pradesh,2011,march,27.0°C (80.6°F),21.65°C (70.97°F),13.0°C (55.4°F),21.0°C (69.8°F),16.94°C (62.49°F),10.0°C (50.0°F),14.0°C (57.2°F),7.61°C (45.7°F),4.0°C (39.2°F),8.0°C (46.4°F),0.84°C (33.51°F),-4.0°C (24.8°F),8.1mm | 0.32in,1.38mm | 0.05in,0.0mm | 0in,42.8mm | 1.69in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,12.0kmh | 7.46mph,9.84kmh | 6.11mph,7.0kmh | 4.35mph,21.0kmh | 13.05mph,16.94kmh | 10.53mph,13.0kmh | 8.08mph,8.1mb,1.38mb,0.0mb
